1 12 -0.762182 
1 13 -0.525943 
1 14 -0.551191 
1 15 -0.578626 
1 16 -0.58999 
1 17 -0.634591 
1 18 -0.380083 
1 19 -0.136528 
1 20 0.118574 
1 21 0.607751 

2 12 -0.256492 
2 13 -0.251256 
2 14 -0.259949 
2 15 -0.251267 
2 16 -0.249871 
2 17 -0.118072 
2 18 0.148054 
2 19 0.396737 
2 20 0.635685 
2 21 0.886602 

3 12 -0.202803 
3 13 -0.20352 
3 14 -0.198966 
3 15 -0.200164 
3 16 -0.212752 
3 17 -0.0931524 
3 18 0.147576 
3 19 0.395346 
3 20 0.647798 
3 21 0.886848 

4 12 -0.059207 
4 13 -0.147037 
4 14 -0.1336 
4 15 -0.141671 
4 16 -0.143497 
4 17 -0.0256467 
4 18 0.204159 
4 19 0.431269 
4 20 0.655848 
4 21 0.888335 

5 12 -0.0998467 
5 13 -0.0949475 
5 14 -0.0890418 
5 15 -0.095085 
5 16 -0.0933068 
5 17 0.0047397 
5 18 0.238617 
5 19 0.472715 
5 20 0.689751 
5 21 0.891801 

6 12 -0.0367725 
6 13 -0.102513 
6 14 -0.109674 
6 15 -0.122676 
6 16 -0.131153 
6 17 0.0274341 
6 18 0.285487 
6 19 0.500712 
6 20 0.70708 
6 21 0.902769 

7 12 -0.150054 
7 13 -0.21476 
7 14 -0.248119 
7 15 -0.483887 
7 16 -0.491461 
7 17 -0.0985498 
7 18 0.426962 
7 19 0.632926 
7 20 0.782394 
7 21 0.93423 

8 12 -0.231279 
8 13 -0.275264 
8 14 -0.281314 
8 15 -0.527403 
8 16 -0.531166 
8 17 -0.338138 
8 18 0.105127 
8 19 0.611424 
8 20 0.796455 
8 21 0.93666 

9 12 -0.327184 
9 13 -0.53931 
9 14 -0.542433 
9 15 -0.372964 
9 16 -0.545776 
9 17 -0.426097 
9 18 -0.221828 
9 19 0.2573 
9 20 0.753016 
9 21 0.941099 

10 12 -0.351937 
10 13 -0.383017 
10 14 -0.408337 
10 15 -0.44233 
10 16 -0.574092 
10 17 -0.46928 
10 18 -0.257155 
10 19 -0.0373495 
10 20 0.431617 
10 21 0.888465 

