1 12 -0.590214 
1 13 -0.600439 
1 14 -0.613549 
1 15 -0.658369 
1 16 -0.65815 
1 17 -0.674391 
1 18 -0.691249 
1 19 -0.70342 
1 20 0.125231 
1 21 0.592613 

2 12 -0.302912 
2 13 -0.320399 
2 14 -0.313636 
2 15 -0.36629 
2 16 -0.374923 
2 17 -0.400402 
2 18 -0.436364 
2 19 -0.442679 
2 20 0.648205 
2 21 0.894926 

3 12 -0.277211 
3 13 -0.288933 
3 14 -0.319513 
3 15 -0.337801 
3 16 -0.354595 
3 17 -0.380529 
3 18 -0.422103 
3 19 -0.399346 
3 20 0.655011 
3 21 0.888889 

4 12 -0.258876 
4 13 -0.285585 
4 14 -0.293237 
4 15 -0.320042 
4 16 -0.350203 
4 17 -0.379864 
4 18 -0.354761 
4 19 -0.356504 
4 20 0.647019 
4 21 0.88806 

5 12 -0.242702 
5 13 -0.243262 
5 14 -0.283589 
5 15 -0.296209 
5 16 -0.323642 
5 17 -0.310173 
5 18 -0.348038 
5 19 -0.342624 
5 20 0.694969 
5 21 0.891751 

6 12 -0.204721 
6 13 -0.243892 
6 14 -0.285234 
6 15 -0.320429 
6 16 -0.306658 
6 17 -0.332736 
6 18 -0.347324 
6 19 -0.358649 
6 20 0.707668 
6 21 0.905285 

7 12 -0.371768 
7 13 -0.420405 
7 14 -0.407216 
7 15 -0.440808 
7 16 -0.43341 
7 17 -0.481235 
7 18 -0.491051 
7 19 -0.504798 
7 20 0.785761 
7 21 0.924819 

8 12 -0.39508 
8 13 -0.42957 
8 14 -0.432971 
8 15 -0.440907 
8 16 -0.457981 
8 17 -0.500595 
8 18 -0.516967 
8 19 -0.519641 
8 20 0.800106 
8 21 0.933294 

9 12 -0.40429 
9 13 -0.397623 
9 14 -0.410702 
9 15 -0.445396 
9 16 -0.48299 
9 17 -0.496601 
9 18 -0.49914 
9 19 -0.530244 
9 20 0.75685 
9 21 0.931948 

10 12 -0.431017 
10 13 -0.452456 
10 14 -0.490176 
10 15 -0.503979 
10 16 -0.518742 
10 17 -0.528523 
10 18 -0.553516 
10 19 -0.57651 
10 20 0.436112 
10 21 0.888644 

