1 12 -0.373333 
1 13 -0.477564 
1 14 -0.476712 
1 15 -0.502646 
1 16 -0.503597 
1 17 -0.541667 
1 18 -0.467626 
1 19 -0.596154 
1 20 0.0816944 
1 21 0.614522 

2 12 -0.0963855 
2 13 -0.0794118 
2 14 -0.101322 
2 15 -0.201232 
2 16 -0.204545 
2 17 -0.184348 
2 18 -0.296584 
2 19 -0.272727 
2 20 0.679455 
2 21 0.881545 

3 12 0.128378 
3 13 -0.099537 
3 14 -0.136476 
3 15 -0.137097 
3 16 -0.194286 
3 17 -0.197655 
3 18 -0.221037 
3 19 -0.168224 
3 20 0.659806 
3 21 0.899059 

4 12 -0.0134228 
4 13 -0.0419426 
4 14 -0.0924731 
4 15 -0.129496 
4 16 -0.165493 
4 17 -0.10473 
4 18 -0.136905 
4 19 -0.216359 
4 20 0.652632 
4 21 0.893679 

5 12 0.0222222 
5 13 -0.0410023 
5 14 -0.06 
5 15 -0.135307 
5 16 -0.134328 
5 17 -0.131579 
5 18 -0.132102 
5 19 -0.208995 
5 20 0.712531 
5 21 0.895439 

6 12 0.0405405 
6 13 -0.0444965 
6 14 -0.0244444 
6 15 -0.112782 
6 16 -0.147887 
6 17 -0.0794574 
6 18 -0.151734 
6 19 -0.177931 
6 20 0.697468 
6 21 0.908011 

7 12 -0.196429 
7 13 -0.186893 
7 14 -0.218062 
7 15 -0.142857 
7 16 -0.224779 
7 17 -0.258013 
7 18 -0.333333 
7 19 -0.316736 
7 20 0.785624 
7 21 0.941612 

8 12 -0.0551724 
8 13 -0.127711 
8 14 -0.140969 
8 15 -0.184644 
8 16 -0.211849 
8 17 -0.233119 
8 18 -0.237027 
8 19 -0.329787 
8 20 0.803279 
8 21 0.932247 

9 12 -0.0454545 
9 13 -0.0880196 
9 14 -0.0686499 
9 15 -0.13884 
9 16 -0.241796 
9 17 -0.183582 
9 18 -0.262363 
9 19 -0.309463 
9 20 0.81982 
9 21 0.939354 

10 12 -0.146143 
10 13 -0.144899 
10 14 -0.226923 
10 15 -0.258762 
10 16 -0.28138 
10 17 -0.278433 
10 18 -0.347468 
10 19 -0.366123 
10 20 0.442619 
10 21 0.906353 

