1 12 1                                                                                                                                                                                        
1 13 1                                                                                                                                                                                        
1 14 1                    
1 15 0         
1 16 1         
1 17 0          
1 18 0         
1 19 0         
1 20 0        
1 21 0        

2 12 0         
2 13 0         
2 14 0         
2 15 0         
2 16 0        
2 17 0         
2 18 0         
2 19 0          
2 20 0        
2 21 0          

3 12 0          
3 13 0         
3 14 0          
3 15 0        
3 16 0        
3 17 0        
3 18 0        
3 19 0         
3 20 0         
3 21 0         

4 12 0         
4 13 0          
4 14 0         
4 15 0          
4 16 0          
4 17 0        
4 18 0        
4 19 0        
4 20 0         
4 21 0         

5 12 0        
5 13 0          
5 14 0         
5 15 0         
5 16 0         
5 17 0         
5 18 0          
5 19 0         
5 20 0          
5 21 0         

6 12 0        
6 13 0        
6 14 0        
6 15 0        
6 16 0          
6 17 0          
6 18 0         
6 19 0          
6 20 0        
6 21 0        

7 12 1                    
7 13 1                                                                                                                                                                                        
7 14 1                                                                                                                                                                                        
7 15 0                                                                                                                                                                                        
7 16 0                    
7 17 0         
7 18 0         
7 19 0          
7 20 0        
7 21 0        

8 12 1         
8 13 1         
8 14 0         
8 15 1         
8 16 0         
8 17 0         
8 18 0        
8 19 0         
8 20 0          
8 21 0          

9 12 1         
9 13 0          
9 14 1          
9 15 1         
9 16 1          
9 17 0        
9 18 0        
9 19 0        
9 20 0         
9 21 0          

10 12 0       
10 13 1        
10 14 0        
10 15 0         
10 16 1        
10 17 0         
10 18 0         
10 19 0       
10 20 0              
10 21 0

