1 12 -0.476716 
1 13 -0.634937 
1 14 -0.528352 
1 15 -0.59984 
1 16 -0.428316 
1 17 -0.474996 
1 18 -0.405051 
1 19 -0.182827 
1 20 0.0801969 
1 21 0.609454 

2 12 0.0236288 
2 13 -0.0897726 
2 14 -0.123868 
2 15 -0.00693189 
2 16 0.00262395 
2 17 -0.0282582 
2 18 0.158555 
2 19 0.414062 
2 20 0.656595 
2 21 0.878067 

3 12 -0.0397785 
3 13 0.0447375 
3 14 0.0711963 
3 15 0.0306217 
3 16 0.0677773 
3 17 -0.0564221 
3 18 0.204389 
3 19 0.453687 
3 20 0.673284 
3 21 0.890355 

4 12 0.171493 
4 13 -0.0799455 
4 14 0.0875432 
4 15 -0.0133983 
4 16 0.0876454 
4 17 0.00358132 
4 18 0.261643 
4 19 0.427774 
4 20 0.685647 
4 21 0.894789 

5 12 0.130624 
5 13 0.0167263 
5 14 0.107108 
5 15 0.120959 
5 16 0.0802605 
5 17 0.0716728 
5 18 0.276125 
5 19 0.48102 
5 20 0.691857 
5 21 0.899661 

6 12 0.0224214 
6 13 0.127842 
6 14 0.036418 
6 15 0.0871956 
6 16 -0.0153736 
6 17 0.118037 
6 18 0.296714 
6 19 0.50673 
6 20 0.711804 
6 21 0.89939 

7 12 -0.276758 
7 13 0.0630051 
7 14 0.000502395 
7 15 -0.00550798 
7 16 -0.0150055 
7 17 -0.0728379 
7 18 0.455349 
7 19 0.642452 
7 20 0.790156 
7 21 0.932434 

8 12 -0.343511 
8 13 -0.430603 
8 14 -0.349908 
8 15 -0.0487398 
8 16 -0.210655 
8 17 -0.0810535 
8 18 0.112659 
8 19 0.619164 
8 20 0.787466 
8 21 0.931225 

9 12 -0.501959 
9 13 -0.200129 
9 14 -0.166199 
9 15 -0.152997 
9 16 -0.20203 
9 17 -0.414111 
9 18 -0.20687 
9 19 0.270485 
9 20 0.783403 
9 21 0.93855 

10 12 -0.545997 
10 13 -0.207735 
10 14 -0.251891 
10 15 -0.237594 
10 16 -0.277644 
10 17 -0.288069 
10 18 -0.275543 
10 19 -0.0609621 
10 20 0.430875 
10 21 0.896859 

