1 12 -0.616073 
1 13 -0.610993 
1 14 -0.615525 
1 15 -0.619292 
1 16 -0.623984 
1 17 -0.623566 
1 18 -0.39231 
1 19 -0.156911 
1 20 0.10169 
1 21 0.603185 

2 12 -0.191847 
2 13 -0.237418 
2 14 -0.220163 
2 15 -0.236592 
2 16 -0.239252 
2 17 -0.101064 
2 18 0.157514 
2 19 0.400584 
2 20 0.634669 
2 21 0.869876 

3 12 -0.146357 
3 13 -0.178726 
3 14 -0.178067 
3 15 -0.174812 
3 16 -0.186543 
3 17 -0.059121 
3 18 0.192551 
3 19 0.435538 
3 20 0.660046 
3 21 0.888628 

4 12 -0.114876 
4 13 -0.132864 
4 14 -0.138021 
4 15 -0.131952 
4 16 -0.133024 
4 17 -0.0153398 
4 18 0.208074 
4 19 0.440248 
4 20 0.674433 
4 21 0.896453 

5 12 -0.0938762 
5 13 -0.0987151 
5 14 -0.0995904 
5 15 -0.101595 
5 16 -0.111256 
5 17 -0.000386164 
5 18 0.242063 
5 19 0.472325 
5 20 0.690067 
5 21 0.900974 

6 12 -0.0923249 
6 13 -0.135904 
6 14 -0.137041 
6 15 -0.132809 
6 16 -0.142937 
6 17 0.0214612 
6 18 0.289293 
6 19 0.501304 
6 20 0.70455 
6 21 0.901091 

7 12 -0.249808 
7 13 -0.323732 
7 14 -0.407017 
7 15 -0.409735 
7 16 -0.37173 
7 17 -0.0950943 
7 18 0.435183 
7 19 0.639538 
7 20 0.782745 
7 21 0.9307 

8 12 -0.3781 
8 13 -0.384939 
8 14 -0.373632 
8 15 -0.351974 
8 16 -0.380645 
8 17 -0.417039 
8 18 0.0982771 
8 19 0.602105 
8 20 0.798119 
8 21 0.931712 

9 12 -0.432517 
9 13 -0.432639 
9 14 -0.465756 
9 15 -0.453685 
9 16 -0.476088 
9 17 -0.439939 
9 18 -0.238141 
9 19 0.250789 
9 20 0.756962 
9 21 0.944444 

10 12 -0.476312 
10 13 -0.471185 
10 14 -0.461828 
10 15 -0.53034 
10 16 -0.56025 
10 17 -0.476692 
10 18 -0.274957 
10 19 -0.0590146 
10 20 0.417492 
10 21 0.879742 

